entity_id,entity_label,entity_class,synonym,plural,wikipedia_page,definition,definition_source,wikidata_page,last_checked
temephos-sulfoxide,temephos-sulfoxide,matter,,,,,,,20240422.0
temoridae,temoridae,attribute,,,https://en.wikipedia.org/wiki/Temoridae,"Temoridae is a family of copepods, containing the following genera:",Wikipedia,Q3808990,20240422.0
temperature,temperature,property,,,http://en.wikipedia.org/wiki/Temperature,Temperature is a physical quantity that expresses quantitatively the perceptions of hotness and coldness. Temperature is measured with a thermometer.,Wikipedia,Q11466,20240422.0
temperature_derivative,temperature_derivative,operation,,,https://en.wikipedia.org/wiki/Derivative,"In mathematics, the derivative of a function of a real variable measures the sensitivity to change of the function value (output value) with respect to a change in its argument (input value). Derivatives are a fundamental tool of calculus.  For example, the derivative of the position of a moving object with respect to time is the object's velocity: this measures how quickly the position of the object changes when time advances.",Wikipedia,Q29175,20240422.0
temperature_lapse_rate,temperature_lapse_rate,property,,,https://en.wikipedia.org/wiki/Lapse_rate,"The lapse rate is the rate at which an atmospheric variable, normally temperature in Earth's atmosphere, falls with altitude. Lapse rate arises from the word lapse, in the sense of a gradual fall.  In dry air, the adiabatic lapse rate is 9.8 °C/km (5.4 °F per 1,000 ft). At Saturated Air Lapse Rate (SALR), where value is 1.1 °C/1000ft - 2.8 °C/1000ft as obtained from ICAO.",Wikipedia,Q66900467,20240422.0
tempering,tempering,process,,,http://en.wikipedia.org/wiki/Tempering,Wikimedia disambiguation page,Wikidata,Q7698280,20240422.0
temporal_frequency,frequency,property,,,http://en.wikipedia.org/wiki/Frequency,"Frequency is the number of occurrences of a repeating event per unit of time. It is also occasionally referred to as temporal frequency for clarity, and is distinct from angular frequency. Frequency is measured in hertz (Hz) which is equal to one event per second.  The period is the interval of time between events, so the period is the reciprocal of the frequency.For example, if a heart beats at a frequency of 120 times a minute (2 hertz), the period, T—the interval at which the beats repeat—is half a second (60 seconds divided by 120 beats). Frequency is an important parameter used in science and engineering to specify the rate of oscillatory and vibratory phenomena, such as mechanical vibrations, audio signals (sound), radio waves, and light.",Wikipedia,Q11652,20240422.0
ten-day_time_integral,ten-day_time_integral,operation,,,,,,,20240422.0
tense,tense,process,tension,,,,,,20240422.0
tensile_strength,tensile_strength,property,ultimate_strength,,https://en.wikipedia.org/wiki/Ultimate_tensile_strength,"Ultimate tensile strength (also called UTS, tensile strength, TS, ultimate strength or ",Wikipedia,Q76005,20240422.0
tension,tension,property,,,https://en.wikipedia.org/wiki/Tension,Tension may refer to:,Wikipedia,Q227640,20240422.0
tensor,tensor,propertytype,,,http://en.wikipedia.org/wiki/Tensor,"In mathematics, a tensor is an algebraic object that describes a multilinear relationship between sets of algebraic objects related to a vector space. Tensors may map between different objects such as vectors, scalars, and even other tensors. There are many types of tensors, including scalars and vectors (which are the simplest tensors), dual vectors, multilinear maps between vector spaces, and even some operations such as the dot product. Tensors are defined independent of any basis, although they are often referred to by their components in a basis related to a particular coordinate system.",Wikipedia,Q188524,20240422.0
terbacil,terbacil,matter,,,,,,,20240422.0
terbium,terbium,matter,,,https://en.wikipedia.org/wiki/Terbium,"Terbium is a chemical element with the symbol Tb and atomic number 65. It is a silvery-white, rare earth metal that is malleable, and ductile. The ninth member of the lanthanide series, terbium is a fairly electropositive metal that reacts with water, evolving hydrogen gas. Terbium is never found in nature as a free element, but it is contained in many minerals, including cerite, gadolinite, monazite, xenotime and euxenite.",Wikipedia,Q1838,20240422.0
terbufos,terbufos,matter,,,https://en.wikipedia.org/wiki/Terbufos,"Terbufos is a chemical compound used in insecticides and nematicides. Terbufos is part of the chemical family of organophosphates. It is a clear, colourless to pale yellow or reddish-brown liquid and sold commercially as granulate.",Wikipedia,Q2404344,20240422.0
terbufos-sulfone,terbufos-sulfone,matter,,,,,,,20240422.0
terbufos-sulfoxide,terbufos-sulfoxide,matter,,,,,,,20240422.0
terbuthylazine,terbuthylazine,matter,,,https://en.wikipedia.org/wiki/Terbuthylazine,"Terbuthylazine is a selective herbicide. Chemically, it is a chlorotriazine; compared with atrazine and simazine, it has a tert-butyl group in place of the isopropyl and ethyl groups, respectively.",Wikipedia,Q411435,20240422.0
terbutol,terbutol,matter,,,,,,,20240422.0
terbutryn,terbutryn,matter,,,,,,,20240422.0
terebellidae,terebellidae,attribute,,,https://en.wikipedia.org/wiki/Terebellidae,"The Terebellidae is a marine family of polychaete worms, of which the type taxon is Terebella, described by Carl Linnaeus in his 1767 12th edition of Systema Naturae.",Wikipedia,Q3608334,20240422.0
term,term,propertyrole,,,https://en.wikipedia.org/wiki/Term_(logic),"In mathematical logic, a term denotes a mathematical object while a formula denotes a mathematical fact. In particular, terms appear as components of a formula. This is analogous to natural language, where a noun phrase refers to an object and a whole sentence refers to a fact.",Wikipedia,Q1318370,20240422.0
terminal,terminal,attribute,,,,,,,20240422.0
terminal_speed,terminal_speed,property,,,https://en.wikipedia.org/wiki/Terminal_velocity,"Terminal velocity is the maximum velocity (speed) attainable by an object as it falls through a fluid (air is the most common example). It occurs when the sum of the drag force (Fd) and the buoyancy is equal to the downward force of gravity (FG) acting on the object. Since the net force on the object is zero, the object has zero acceleration. For objects falling through regular air, the buoyant force is usually dismissed and not taken into account as its effects are negligible.",Wikipedia,Q614981,20240422.0
termination,terminate,process,,,,,,,20240422.0
terpene,terpene,matter,,terpenes,https://en.wikipedia.org/wiki/Terpene,"Terpenes () are a class of natural products consisting of compounds with the formula (C5H8)n for n ≥ 2.  Comprising more than 30,000 compounds, these unsaturated hydrocarbons are produced predominantly by plants, particularly conifers. Terpenes are further classified by the number of carbons: monoterpenes (C10), sesquiterpenes (C15), diterpenes (C20), as examples. The terpene alpha-pinene, is a major component of the common solvent, turpentine.",Wikipedia,Q212364,20240422.0
terraformation,terraform,process,,,https://en.wikipedia.org/wiki/Terraforming,"Terraforming or terraformation (""Earth-shaping"") is the hypothetical process of deliberately modifying the atmosphere, temperature, surface topography or ecology of a planet, moon, or other body to be similar to the environment of Earth to make it habitable for humans to live on.",Wikipedia,Q204520,20240422.0
terrain,terrain,form,,,https://en.wikipedia.org/wiki/Terrain,"Terrain or relief (also topographical relief) involves the vertical and horizontal dimensions of land surface. The term bathymetry is used to describe underwater relief, while hypsometry studies terrain relative to sea level. The Latin word terra (the root of terrain) means ""earth.""",Wikipedia,Q186131,20240422.0
terrestrial,terrestrial,attribute,,,,,,,20240422.0
terrestrial-north-pole,terrestrial-north-pole,abstraction,,,https://en.wikipedia.org/wiki/North_Pole,"The North Pole, also known as the Geographic North Pole or Terrestrial North Pole, is the point in the Northern Hemisphere where the Earth's axis of rotation meets its surface. It is called the True North Pole to distinguish from the Magnetic North Pole.",Wikipedia,Q934,20240422.0
terrestrial-south-pole,terrestrial-south-pole,abstraction,,,https://en.wikipedia.org/wiki/South_Pole,"The South Pole, also known as the Geographic South Pole, Terrestrial South Pole or 90th Parallel South, is the southernmost point on Earth and lies antipodally on the opposite side of Earth from the North Pole, at a distance of 12,430 miles (20,004 km) in all directions. It is one of the two points where Earth's axis of rotation intersects its surface.",Wikipedia,Q933,20240422.0
tert-amyl-alcohol,tert-amyl-alcohol,matter,"2-Methyl-2-butanol, taa",,https://en.wikipedia.org/wiki/Tert-Amyl_alcohol,"tert-Amyl alcohol (TAA) or 2-methylbutan-2-ol (2M2B), is a branched pentanol.",Wikipedia,Q209428,20240422.0
tert-butyl-acetate,tert-butyl-acetate,matter,tbac,,https://en.wikipedia.org/wiki/Tert-Butyl_acetate,"tert-Butyl acetate, t-butyl acetate or TBAc is a colorless flammable liquid with a camphor- or blueberry-like smell.  It is used as a solvent in the production of lacquers, enamels, inks, adhesives, thinners and industrial cleaners.  It has recently gained EPA volatile organic compound (VOC) exempt status.It is manufactured from acetic acid and isobutylene. An attempt at Fischer esterification would lead to elimination of tert-butyl alcohol to isobutylene.",Wikipedia,Q285657,20240422.0
tert-butyl-alcohol,tert-butyl-alcohol,matter,tba,,https://en.wikipedia.org/wiki/Tert-Butyl_alcohol,"tert-Butyl alcohol is the simplest tertiary alcohol, with a formula of (CH3)3COH (sometimes represented as t-BuOH). Its isomers are 1-butanol, isobutanol, and butan-2-ol. tert-Butyl alcohol is a colorless solid, which melts near room temperature and has a camphor-like odor.  It is miscible with water, ethanol and diethyl ether.",Wikipedia,Q285790,20240422.0
tert-butyl-ethyl-ether,tert-butyl-ethyl-ether,matter,"Ethyl tert-butyl ether, etbe",,https://en.wikipedia.org/wiki/Ethyl_tert-butyl_ether,"Ethyl tertiary-butyl ether (ETBE), also known as ethyl tert-butyl ether, is commonly used as an oxygenate gasoline additive in the production of gasoline from crude oil.  ETBE offers equal or greater air quality benefits than ethanol, while being technically and logistically less challenging. Unlike ethanol, ETBE does not induce evaporation of gasoline, which is one of the causes of smog, and does not absorb moisture from the atmosphere.",Wikipedia,Q424480,20240422.0
tert-butyl-formate,tert-butyl-formate,matter,formic-acid-tert-butyl-ester,,https://en.wikipedia.org/wiki/Tert-Butyl_formate,"tert-Butyl formate, also known as formic acid tert-butylester and TBF, is a chemical compound with molecular formula C5H10O2.  TBF is one of the possible daughter products of methyl tert-butyl ether biodegradation.",Wikipedia,Q5238768,20240422.0
tert-butylbenzene,tert-butylbenzene,matter,,,https://en.wikipedia.org/wiki/C4-Benzenes,"The C4-benzenes are a class of organic aromatic compounds which contain a benzene ring and four other carbon atoms. There are three tetramethylbenzenes, six dimethylethylbenzenes, three diethylbenzenes, three isopropylmethylbenzenes, three n-propylmethylbenzenes and four butylbenzenes. The saturated compounds have formula C10H14 and molecular weight 134.22 g/mol. C4-benzenes are found in petroleum. Petrol (gasoline) can contain 5-8% C4-benzenes.",Wikipedia,Q1022652,20240422.0
testing,test,process,,,,,,,20240422.0
testosterone,testosterone,matter,"androst-4-en-3-one,-17-hydroxy-,-(17.beta.)-",,https://en.wikipedia.org/wiki/Testosterone,"Testosterone is the primary sex hormone and anabolic steroid in males. In humans, testosterone plays a key role in the development of male reproductive tissues such as testes and prostate, as well as promoting secondary sexual characteristics such as increased muscle and bone mass, and the growth of body hair, and  psychological characteristics in males such as increased aggression, sex drive, the inclination to impress partners and other courting behaviors. In addition, testosterone in both sexes is involved in health and well-being, where it has a significant effect on overall mood, cognition, social and sexual behaviour, metabolism and energy output, the cardiovascular system, and in the prevention of osteoporosis. Insufficient levels of testosterone in men may lead to abnormalities including frailty, accumulation of adipose fat tissue within the body, anxiety and depression, sexual performance issues, and bone loss.",Wikipedia,Q1318776,20240422.0
testudinella,testudinella,attribute,,,,,,,20240422.0
testudinellidae,testudinellidae,attribute,,,https://en.wikipedia.org/wiki/Testudinellidae,Testudinellidae is a family of rotifers belonging to the order Flosculariaceae.,Wikipedia,Q4169724,20240422.0
tetanocera,tetanocera,attribute,,,https://en.wikipedia.org/wiki/Tetanocera,"Tetanocera is a genus of marsh flies, insects in the family Sciomyzidae. There are at least 50 described species in Tetanocera.",Wikipedia,Q14660033,20240422.0
tetra-n-butyltin,tetra-n-butyltin,matter,"Stannane,-tetrabutyl-",,https://en.wikipedia.org/wiki/Tetrabutyltin,"Tetrabutyltin is the organotin compound with the molecular formula Sn(CH2CH2CH2CH3)4 or SnBu4, where Bu is butyl −CH2CH2CH2CH3. Sometimes abbreviated TTBT, it is a colorless, lipophilic oil.Tetrabutyltin is a precursor to tributyltin and dibutyltin compounds. By the redistribution reaction with tin(IV) chloride it forms tributyltin chloride and dibutyltin chloride. These compounds are starting materials for a wide range of organotin compounds used as stabilizers for PVC and as biocides, fungicides, wood preservatives, and (historically) marine anti-biofouling agents.",Wikipedia,Q425214,20240422.0
tetrabromobisphenol-a,tetrabromobisphenol-a,matter,tbbpa,,https://en.wikipedia.org/wiki/Tetrabromobisphenol_A,"Tetrabromobisphenol A (TBBPA) is a brominated flame retardant.  The compound is a white solid (not colorless), although commercial samples appear yellow.  It is one of the most common flame retardants.",Wikipedia,Q425246,20240422.0
tetrabromophthalic-anhydride,tetrabromophthalic-anhydride,matter,"1,3-isobenzofurandione,-4,5,6,7-tetrabromo-",,,,,,20240422.0
tetrachlorodibenzo-p-dioxins,tetrachlorodibenzo-p-dioxins,matter,,,https://en.wikipedia.org/wiki/Tetrachlorodibenzo-p-dioxin,chemical compound,Wikidata,Q52822,20240422.0
tetrachlorodibenzofuran,tetrachlorodibenzofuran,matter,,tetrachlorodibenzofurans,,,,,20240422.0
tetrachloroethene,tetrachloroethene,matter,"tetrachloroethylene, perchloroethylene",,https://en.wikipedia.org/wiki/Tetrachloroethylene,"Tetrachloroethylene, also known under the systematic name tetrachloroethene, or perchloroethylene, and abbreviations such as ""perc"" (or ""PERC""), and ""PCE"", is a chlorocarbon with the formula Cl2C=CCl2. It is a colorless liquid widely used for dry cleaning of fabrics, hence it is sometimes called ""dry-cleaning fluid"". It also has its uses as an effective automotive brake cleaner. It has a sweet odor, similar to the smell of chloroform, detectable by most people at a concentration of 1 part per million (1 ppm). Worldwide production was about 1 million metric tons (980,000 long tons; 1,100,000 short tons) in 1985.",Wikipedia,Q410772,20240422.0
tetrachloromethane,tetrachloromethane,matter,"carbon-tetrachloride, halon-104, refrigerant-10",,https://en.wikipedia.org/wiki/Carbon_tetrachloride,"Carbon tetrachloride, also known by many other names (such as tetrachloromethane, also recognised by the IUPAC, carbon tet in the cleaning industry, Halon-104 in firefighting, and Refrigerant-10 in HVACR) is a chemical compound with the chemical formula CCl4. It is a colourless liquid with a ""sweet"" smell that can be detected at low levels. It is practically incombustible at lower temperatures. It was formerly widely used in fire extinguishers, as a precursor to refrigerants and as a cleaning agent, but has since been phased out because of environmental and safety concerns. Exposure to high concentrations of carbon tetrachloride (including vapor) can affect the central nervous system and degenerate the liver and kidneys. Prolonged exposure can be fatal.",Wikipedia,Q225045,20240422.0
tetrachlorophenol,tetrachlorophenol,matter,,tetrachlorophenols,https://en.wikipedia.org/wiki/Tetrachlorophenol,A tetrachlorophenol is any organochloride of phenol that contains four covalently bonded chlorine atoms. Tetrachlorophenols are produced by electrophilic halogenation of phenol with chlorine. Different isomers of tetrachlorophenol exist according to which ring positions on the phenol contain chlorine atoms. ,Wikipedia,Q18028440,20240422.0
tetrachlorvinphos,tetrachlorvinphos,matter,,,https://en.wikipedia.org/wiki/Tetrachlorvinphos,Tetrachlorvinphos is an organophosphate insecticide used to kill fleas and ticks.,Wikipedia,Q27887626,20240422.0
tetradifon,tetradifon,matter,,,https://en.wikipedia.org/wiki/Tetradifon,Tetradifon is a miticide.,Wikipedia,Q413684,20240422.0
tetraethyl-pyrophosphate,tetraethyl-pyrophosphate,matter,tepp,,https://en.wikipedia.org/wiki/Tetraethyl_pyrophosphate,"Tetraethyl pyrophosphate, abbreviated TEPP, is an organophosphate compound with the formula [(C2H5O)2P(O)]2O. It is the tetraethyl derivative of pyrophosphate (P2O74-). It is a colorless oil that solidifies near room temperature.  It is used as an insecticide. The compound hydrolyzes rapidly.",Wikipedia,Q933664,20240422.0
tetraethyllead,tetraethyllead,matter,tel,,https://en.wikipedia.org/wiki/Tetraethyllead,"Tetraethyllead (commonly styled tetraethyl lead), abbreviated TEL, is an organolead compound with the formula Pb(C2H5)4. It is a fuel additive, first being mixed with gasoline beginning in the 1920s as a patented octane rating booster that allowed engine compression to be raised substantially. This in turn increased vehicle performance and fuel economy. TEL was first synthesised by German chemist Carl Jacob Löwig in 1853. American chemical engineer Thomas Midgley Jr., who was working for General Motors, was the first to discover its effectiveness as an antiknock agent in 1921, after spending several years attempting to find an additive that was both highly effective and inexpensive.",Wikipedia,Q266210,20240422.0
tetrahydrofuran,tetrahydrofuran,matter,thf,,https://en.wikipedia.org/wiki/Tetrahydrofuran,"Tetrahydrofuran (THF), or oxolane, is an organic compound with the formula (CH2)4O. The compound is classified as heterocyclic compound, specifically a cyclic ether.  It is a colorless, water-miscible organic liquid with low viscosity.  It is mainly used as a precursor to polymers.  Being polar and having a wide liquid range, THF is a versatile solvent.",Wikipedia,Q278332,20240422.0
tetramethyllead,tetramethyllead,matter,,,https://en.wikipedia.org/wiki/Tetramethyllead,"Tetramethyllead, also called tetra methyllead and lead tetramethyl, is a chemical compound used as an antiknock additive for gasoline. Its use is being phased out for environmental considerations.The National Institute for Occupational Safety and Health (NIOSH) in the United States has identified tetramethyllead as a potential workplace hazard. The recommended time-weighted average exposure limit to tetramethyllead is 0.075 milligrams per cubic meter during a 10-hour workday; the OSHA permissible exposure limit is the same value assuming an 8-hour workday.",Wikipedia,Q425777,20240422.0
tetramethyltin,tetramethyltin,matter,,,https://en.wikipedia.org/wiki/Tetramethyltin,"Tetramethyltin is an organometallic compound with the formula (CH3)4Sn. This liquid, one of the simplest organotin compounds, is useful for transition-metal mediated conversion of acid chlorides to methyl ketones and aryl halides to aryl methyl ketones.  It is volatile and toxic, so care should be taken when using it in the laboratory.",Wikipedia,Q413135,20240422.0
tetraphenyltin,tetraphenyltin,matter,"Stannane,-tetraphenyl-",,,,,,20240422.0
tetrastemma,tetrastemma,attribute,,,https://en.wikipedia.org/wiki/Tetrastemma,Tetrastemma is a genus of nemerteans belonging to the family Tetrastemmatidae.,Wikipedia,Q3830672,20240422.0
tetrastemmatidae,tetrastemmatidae,attribute,,,https://en.wikipedia.org/wiki/Tetrastemmatidae,Tetrastemmatidae is a family of worms belonging to the order Monostilifera.,Wikipedia,Q3819898,20240422.0
tetryl,tetryl,matter,"2,4,6-trinitrophenylmethylnitramine",,https://en.wikipedia.org/wiki/Tetryl,"2,4,6-Trinitrophenylmethylnitramine commonly referred to as tetryl (C7H5N5O8) is an explosive compound used to make detonators and explosive booster charges.",Wikipedia,Q409753,20240422.0
thallium,thallium,matter,,,https://en.wikipedia.org/wiki/Thallium,"Thallium  is a chemical element with the symbol Tl and atomic number 81. It is a gray post-transition metal that is not found free in nature. When isolated, thallium resembles tin, but discolors when exposed to air. Chemists William Crookes and Claude-Auguste Lamy discovered thallium independently in 1861, in residues of sulfuric acid production. Both used the newly developed method of flame spectroscopy, in which thallium produces a notable green spectral line. Thallium, from Greek θαλλός, thallós, meaning ""green shoot"" or ""twig"", was named by Crookes. It was isolated by both Lamy and Crookes in 1862; Lamy by electrolysis, and Crookes by precipitation and melting of the resultant powder. Crookes exhibited it as a powder precipitated by zinc at the international exhibition, which opened on 1 May that year.Thallium tends to form the +3 and +1 oxidation states. The +3 state resembles that of the other elements in group 13 (boron, aluminium, gallium, indium). However, the +1 state, which is far more prominent in thallium than the elements above it, recalls the chemistry of alkali metals, and thallium(I) ions are found geologically mostly in potassium-based ores, and (when ingested) are handled in many ways like potassium ions (K+) by ion pumps in living cells.",Wikipedia,Q932,20240422.0
thallium-208,thallium-208,matter,,,https://en.wikipedia.org/wiki/Isotopes_of_thallium#Thallium-208,"Thallium (81Tl) has 41 isotopes with atomic masses that range from 176 to 216. 203Tl and 205Tl are the only stable isotopes and 204Tl is the most stable radioisotope with a half-life of 3.78 years. 207Tl, with a half-life of 4.77 minutes, has the longest half-life of naturally occurring Tl radioisotopes. All isotopes of thallium are either radioactive or observationally stable, meaning that they are predicted to be radioactive but no actual decay has been observed.",Wikipedia,Q28223,20240422.0
thawing,thawing,process,,,https://en.wikipedia.org/wiki/Melting,"Melting, or fusion, is a physical process that results in the phase transition of a substance from a solid to a liquid. This occurs when the internal energy of the solid increases, typically by the application of heat or pressure, which increases the substance's temperature to the melting point. At the melting point, the ordering of ions or molecules in the solid breaks down to a less ordered state, and the solid melts to become a liquid.",Wikipedia,Q106080,20240422.0
thawing-front,thawing-front,phenomenon,,,https://en.wikipedia.org/wiki/Thaw_(weather),"Thaw is the period when the snow and ice melt, at the end of the winter, in cold climates.",Wikipedia,Q1368357,20240422.0
theophylline,theophylline,matter,"1,3-dimethylxanthine",,https://en.wikipedia.org/wiki/Theophylline,"Theophylline, also known as 1,3-dimethylxanthine, is a phosphodiesterase inhibiting drug used in therapy for respiratory diseases such as chronic obstructive pulmonary disease (COPD) and asthma under a variety of brand names. As a member of the xanthine family, it bears structural and pharmacological similarity to theobromine and caffeine, and is present intea (Camellia sinensis). A small amount of theophylline is one of the products of caffeine metabolic processing in the liver.",Wikipedia,Q407308,20240422.0
thermal,thermal,attribute,,,,,,,20240422.0
thermal_conductance,thermal_conductance,property,,,https://en.wikipedia.org/wiki/Thermal_conductance_and_resistance,"In heat transfer, thermal engineering, and thermodynamics, thermal conductance and thermal resistance are fundamental concepts that describe the ability of materials or systems to conduct heat and the opposition they offer to the heat current. The ability to manipulate these properties allows engineers to control temperature gradient, prevent thermal shock, and maximize the efficiency of thermal systems. Furthermore, these principles find applications in a multitude of fields, including materials science, mechanical engineering, electronics, and energy management. Knowledge of these principles is crucial in various scientific, engineering, and everyday applications, from designing efficient temperature control, thermal insulation, and thermal management in industrial processes to optimizing the performance of electronic devices.",Wikipedia,Q899628,20240422.0
thermal_conductivity,thermal_conductivity,property,inverse_of_thermal_resistivity,,http://en.wikipedia.org/wiki/Thermal_conductivity,The thermal conductivity of a material is a measure of its ability to conduct heat. It is commonly denoted by ,Wikipedia,Q487005,20240422.0
thermal_diffusivity,thermal_diffusivity,property,,,https://en.wikipedia.org/wiki/Thermal_diffusivity,"In heat transfer analysis, thermal diffusivity is the thermal conductivity divided by density and specific heat capacity at constant pressure. It is a measure of the rate of heat transfer inside a material. It has units of m2/s. Thermal diffusivity is usually denoted by lowercase alpha (α), but a, h, κ (kappa), K, and D are also used.",Wikipedia,Q3381809,20240422.0
thermal_efficiency,thermal_efficiency,property,,,http://en.wikipedia.org/wiki/Thermal_efficiency,"In thermodynamics, the thermal efficiency (",Wikipedia,Q1452104,20240422.0
thermal_energy,thermal_energy,property,,,https://en.wikipedia.org/wiki/Thermal_energy,"The term ""thermal energy"" is used loosely in various contexts in physics and engineering, generally related to the kinetic energy of vibrating and colliding atoms in a substance. It can refer to several different physical concepts.  These include the internal energy or enthalpy of a body of matter and radiation; heat, defined as a type of energy transfer (as is thermodynamic work); and the characteristic energy of a degree of freedom, kBT{\displaystyle k_{\mathrm {B} }T}, in a system that is described in terms of its microscopic particulate constituents (where T{\displaystyle T} denotes temperature and kB{\displaystyle k_{\mathrm {B} }} denotes the Boltzmann constant).",Wikipedia,Q209233,20240422.0
thermal_energy-per-volume_density,thermal_energy-per-volume_density,property,,,,,,,20240422.0
thermal_inertia,thermal_inertia,property,,,https://en.wikipedia.org/wiki/Volumetric_heat_capacity#Thermal_inertia,"The volumetric heat capacity of a material is the heat capacity of a sample of the substance divided by the volume of the sample.  It is the amount of energy that must be added, in the form of heat, to one unit of volume of the material in order to cause an increase of one unit in its temperature.  The SI unit of volumetric heat capacity is joule per kelvin per cubic meter, J⋅K−1⋅m−3.",Wikipedia,Q900661,20240422.0
thermal_quality,thermal_quality,property,energy_quality,,https://en.wikipedia.org/wiki/Energy_quality,"Energy quality is a measure of the ease with which a form of energy can be converted to useful work or to another form of energy: i.e. its content of thermodynamic free energy. A high quality form of energy has a high content of thermodynamic free energy, and therefore a high proportion of it can be converted to work; whereas with low quality forms of energy, only a small proportion can be converted to work, and the remainder is dissipated as heat. The concept of energy quality is also used in ecology, where it is used to track the flow of energy between different trophic levels in a food chain and in thermoeconomics, where it is used as a measure of economic output per unit of energy. Methods of evaluating energy quality often involve developing a ranking of energy qualities in hierarchical order.",Wikipedia,Q5377202,20240422.0
thermal_resistivity,thermal_resistivity,property,inverse_of_thermal_conductivity,,http://en.wikipedia.org/wiki/Thermal_resistivity,objects' resistance to heat transfer; reciprocal of thermal conductance,Wikidata,Q899628,20240422.0
thermal_time,thermal_time,property,,,https://en.wikipedia.org/wiki/Thermal_time_scale,"In astrophysics, the thermal time scale or Kelvin–Helmholtz time scale is the approximate time it takes for a star to radiate away its total kinetic energy content at its current luminosity rate.  Along with the nuclear and free-fall (aka dynamical) time scales, it is used to estimate the length of time a particular star will remain in a certain phase of its life and its lifespan if hypothetical conditions are met.  In reality, the lifespan of a star is greater than what is estimated by the thermal time scale because as one fuel becomes scarce, another will generally take its place – hydrogen burning gives way to helium burning, which is replaced by carbon burning.",Wikipedia,Q7783074,20240422.0
thermal_volume_expansion_coefficient,thermal_volume_expansion_coefficient,property,,,https://en.wikipedia.org/wiki/Thermal_expansion#General_thermal_expansion_coefficient,"Thermal expansion is the tendency of matter to change its shape, area, volume, and density in response to a change in temperature, usually not including phase transitions.Temperature is a monotonic function of the average molecular kinetic energy of a substance. When a substance is heated, molecules begin to vibrate and move more, usually creating more distance between themselves. Substances which contract with increasing temperature are unusual, and only occur within limited temperature ranges (see examples below). The relative expansion (also called strain) divided by the change in temperature is called the material's coefficient of linear thermal expansion and generally varies with temperature. As energy in particles increases, they start moving faster and faster, weakening the intermolecular forces between them and therefore expanding the substance.",Wikipedia,Q6583695,20240422.0
thermal-time-to-maturity_weighted_stress_fraction,thermal-time-to-maturity_weighted_stress_fraction,property,,,,,,,20240422.0
thermoregulation,thermoregulation,process,,,https://en.wikipedia.org/wiki/Thermoregulation,"Thermoregulation is the ability of an organism to keep its body temperature within certain boundaries, even when the surrounding temperature is very different. A thermoconforming organism, by contrast, simply adopts the surrounding temperature as its own body temperature, thus avoiding the need for internal thermoregulation. The internal thermoregulation process is one aspect of homeostasis: a state of dynamic stability in an organism's internal conditions, maintained far from thermal equilibrium with its environment (the study of such processes in zoology has been called physiological ecology). If the body is unable to maintain a normal temperature and it increases significantly above normal, a condition known as hyperthermia occurs. Humans may also experience lethal hyperthermia when the wet bulb temperature is sustained above 35 °C (95 °F) for six hours. Work in 2022 established by experiment that a wet-bulb temperature exceeding 30.55°C caused uncompensable heat stress in young, healthy adult humans. The opposite condition, when body temperature decreases below normal levels, is known as hypothermia. It results when the homeostatic control mechanisms of heat within the body malfunction, causing the body to lose heat faster than producing it. Normal body temperature is around 37°C(98.6°F), and hypothermia sets in when the core body temperature gets lower than 35 °C (95 °F). Usually caused by prolonged exposure to cold temperatures, hypothermia is usually treated by methods that attempt to raise the body temperature back to a normal range.",Wikipedia,Q190259,20240422.0
thermosetting,thermosetting,process,,,https://en.wikipedia.org/wiki/Thermosetting_polymer,"In materials science, a thermosetting polymer, often called a thermoset, is a polymer that is obtained by irreversibly hardening (""curing"") a soft solid or viscous liquid prepolymer (resin). Curing is induced by heat or suitable radiation and may be promoted by high pressure or mixing with a catalyst. Heat is not necessarily applied externally, and is often generated by the reaction of the resin with a curing agent (catalyst, hardener). Curing results in chemical reactions that create extensive cross-linking between polymer chains to produce an infusible and insoluble polymer network.",Wikipedia,Q868477,20240422.0
theta_coordinate,theta_coordinate,property,,,,,,,20240422.0
thiabendazole,thiabendazole,matter,"tbz, tiabendazole",,https://en.wikipedia.org/wiki/Tiabendazole,"Tiabendazole (INN, BAN), also known as thiabendazole (AAN, USAN) or TBZ and the trade names Mintezol, Tresaderm, and Arbotect, is a preservative, an antifungal agent, and an antiparasitic agent.",Wikipedia,Q424986,20240422.0
thiacloprid,thiacloprid,matter,,,https://en.wikipedia.org/wiki/Thiacloprid,"Thiacloprid is an insecticide of the neonicotinoid class.  Its mechanism of action is similar to other neonicotinoids and involves disruption of the insect's nervous system by stimulating nicotinic acetylcholine receptors.  Thiacloprid was developed by Bayer CropScience for use on agricultural crops to control of a variety of sucking and chewing insects, primarily aphids and whiteflies.",Wikipedia,Q416283,20240422.0
